"scenario","delta1","delta2","seed","method","silhouette","ari","alpha","omega","r"
"S1",1,1,41,"A",0.165648509355962,0.644216766337735,NA,NA,NA
"S1",1,1,41,"B_silopt",0.353569030695381,0.875356261167478,1,1,NA
"S1",1,1,41,"C_DK_ancien",0.174001710292441,0.941412065576685,1,NA,NA
"S1",1,1,41,"DK_reconstruit",0.153946752501463,0.866453702284676,NA,NA,6.90721892587699
"S1",1,1,42,"D0",0.297834439273006,0.828090109405295,NA,NA,NA
"S1",1,1,42,"D1",0.360445169696245,0.883653201418604,NA,NA,NA
"S1",1,1,42,"Df_silopt",0.360445169696245,0.883653201418604,1,NA,NA
"S1",1,1,42,"Ds",0.14405695741717,0.609690238674736,NA,NA,NA
"S1",1,1,42,"A",0.158377569553763,0.584509389595997,NA,NA,NA
"S1",1,1,42,"B_silopt",0.360445169696245,0.883653201418604,1,1,NA
"S1",1,1,42,"C_DK_ancien",0.177357273308874,0.950922551653583,1,NA,NA
"S1",1,1,42,"DK_reconstruit",0.164751718118132,0.950726235109727,NA,NA,6.83068210633296
"S1",1,1,43,"D0",0.285643064242368,0.769016664638151,NA,NA,NA
"S1",1,1,43,"D1",0.336811691785878,0.847150831631994,NA,NA,NA
"S1",1,1,43,"Df_silopt",0.336811691785878,0.847150831631994,1,NA,NA
"S1",1,1,43,"Ds",0.144138854708587,0.448148673310095,NA,NA,NA
"S1",1,1,43,"A",0.152223870701781,0.747356915234882,NA,NA,NA
"S1",1,1,43,"B_silopt",0.336811691785878,0.847150831631994,1,1,NA
"S1",1,1,43,"C_DK_ancien",0.163139949456874,0.921844380190035,1,NA,NA
"S1",1,1,43,"DK_reconstruit",0.147665952604374,0.849455743783196,NA,NA,7.17152709512529
"S1",1,1,44,"D0",0.272679484205333,0.830670316957499,NA,NA,NA
"S1",1,1,44,"D1",0.334881878990007,0.856003839273676,NA,NA,NA
"S1",1,1,44,"Df_silopt",0.334881878990007,0.856003839273676,1,NA,NA
"S1",1,1,44,"Ds",0.139369303750522,0.640686023481341,NA,NA,NA
"S1",1,1,44,"A",0.169284309650181,0.71937766714741,NA,NA,NA
"S1",1,1,44,"B_silopt",0.334881878990007,0.856003839273676,1,1,NA
"S1",1,1,44,"C_DK_ancien",0.170329000710175,0.931513876240992,1,NA,NA
"S1",1,1,44,"DK_reconstruit",0.15017730402518,0.804833538542154,NA,NA,6.94975622522696
"S1",1,1,45,"D0",0.287502649838143,0.848983703887031,NA,NA,NA
"S1",1,1,45,"D1",0.35962020060847,0.912492748554802,NA,NA,NA
"S1",1,1,45,"Df_silopt",0.35962020060847,0.912492748554802,1,NA,NA
"S1",1,1,45,"Ds",0.153016435281416,0.492410945174974,NA,NA,NA
"S1",1,1,45,"A",0.167833134801208,0.791729247803472,NA,NA,NA
"S1",1,1,45,"B_silopt",0.35962020060847,0.912492748554802,1,1,NA
"S1",1,1,45,"C_DK_ancien",0.181095699246912,0.960385690411661,1,NA,NA
"S1",1,1,45,"DK_reconstruit",0.16507123220386,0.920756077134285,NA,NA,7.11991055296928
"S1",1,1,46,"D0",0.297723682006162,0.845688183219589,NA,NA,NA
"S1",1,1,46,"D1",0.351314631563942,0.893672902643069,NA,NA,NA
"S1",1,1,46,"Df_silopt",0.351314631563942,0.893672902643069,1,NA,NA
"S1",1,1,46,"Ds",0.140386295632217,0.488193924056034,NA,NA,NA
"S1",1,1,46,"A",0.154883095021,0.913472683376932,NA,NA,NA
"S1",1,1,46,"B_silopt",0.351314631563942,0.893672902643069,1,1,NA
"S1",1,1,46,"C_DK_ancien",0.170362631927059,0.911971588566815,1,NA,NA
"S1",1,1,46,"DK_reconstruit",0.157044803214324,0.950726235109727,NA,NA,6.95047494249487
"S1",1,1,47,"D0",0.279194418642892,0.902704121321757,NA,NA,NA
"S1",1,1,47,"D1",0.339925847785791,0.931399242548067,NA,NA,NA
"S1",1,1,47,"Df_silopt",0.339925847785791,0.931399242548067,1,NA,NA
"S1",1,1,47,"Ds",0.130532628807739,0.542753673309581,NA,NA,NA
"S1",1,1,47,"A",0.158957331544785,0.807793554824691,NA,NA,NA
"S1",1,1,47,"B_silopt",0.339925847785791,0.931399242548067,1,1,NA
"S1",1,1,47,"C_DK_ancien",0.16751296972221,0.960389731390557,0.9,NA,NA
"S1",1,1,47,"DK_reconstruit",0.138753504584835,0.772540053933276,NA,NA,6.4681439334375
"S1",1,1,48,"D0",0.27638609183236,0.780664478680398,NA,NA,NA
"S1",1,1,48,"D1",0.3446409340474,0.856089820694968,NA,NA,NA
"S1",1,1,48,"Df_silopt",0.3446409340474,0.856089820694968,1,NA,NA
"S1",1,1,48,"Ds",0.140143274934866,0.483945448708687,NA,NA,NA
"S1",1,1,48,"A",0.163745135983121,0.824277566997598,NA,NA,NA
"S1",1,1,48,"B_silopt",0.3446409340474,0.856089820694968,1,1,NA
"S1",1,1,48,"C_DK_ancien",0.174370374500116,0.941163400248489,1,NA,NA
"S1",1,1,48,"DK_reconstruit",0.160447664715674,0.970150844236487,NA,NA,6.68556193932212
"S1",1,1,49,"D0",0.276089888191284,0.766795685921461,NA,NA,NA
"S1",1,1,49,"D1",0.351807423478679,0.884582559010626,NA,NA,NA
"S1",1,1,49,"Df_silopt",0.351807423478679,0.884582559010626,1,NA,NA
"S1",1,1,49,"Ds",0.148795792124036,0.427881926039749,NA,NA,NA
"S1",1,1,49,"A",0.165281144948121,0.776158963555413,NA,NA,NA
"S1",1,1,49,"B_silopt",0.351807423478679,0.884582559010626,1,1,NA
"S1",1,1,49,"C_DK_ancien",0.177078717046943,0.95062221573546,1,NA,NA
"S1",1,1,49,"DK_reconstruit",0.160975846837747,0.941062738828897,NA,NA,6.76562535665762
"S1",1,1,50,"D0",0.293418422023155,0.845391168958399,NA,NA,NA
"S1",1,1,50,"D1",0.359070391697183,0.874274856132231,NA,NA,NA
"S1",1,1,50,"Df_silopt",0.359070391697183,0.874274856132231,1,NA,NA
"S1",1,1,50,"Ds",0.146737056492805,0.532689421337246,NA,NA,NA
"S1",1,1,50,"A",0.163458420866426,0.769721342497176,NA,NA,NA
"S1",1,1,50,"B_silopt",0.359070391697183,0.874274856132231,1,1,NA
"S1",1,1,50,"C_DK_ancien",0.167948400799777,0.85009286871468,1,NA,NA
"S1",1,1,50,"DK_reconstruit",0.158234880632601,0.94036419222485,NA,NA,6.8678307917004
"S2",1,0.5,1,"D0",0.288539956692957,0.805254573257637,NA,NA,NA
"S2",1,0.5,1,"D1",0.338993903795518,0.804142462954291,NA,NA,NA
"S2",1,0.5,1,"Df_silopt",0.338993903795518,0.804142462954291,1,NA,NA
"S2",1,0.5,1,"Ds",0.0972388424661123,0.421799967174972,NA,NA,NA
"S2",1,0.5,1,"A",0.114001898483877,0.451565295102319,NA,NA,NA
"S2",1,0.5,1,"B_silopt",0.338993903795518,0.804142462954291,1,1,NA
"S2",1,0.5,1,"C_DK_ancien",0.146417237973371,0.931708193121621,1,NA,NA
"S2",1,0.5,1,"DK_reconstruit",0.134242901825553,0.912172911405999,NA,NA,6.52601280243574
"S2",1,0.5,2,"D0",0.278028809876938,0.847590837256187,NA,NA,NA
"S2",1,0.5,2,"D1",0.346072144751269,0.884636129125224,NA,NA,NA
"S2",1,0.5,2,"Df_silopt",0.346072144751269,0.884636129125224,1,NA,NA
"S2",1,0.5,2,"Ds",0.116071968157184,0.232455442150051,NA,NA,NA
"S2",1,0.5,2,"A",0.136702743608336,0.532742687198982,NA,NA,NA
"S2",1,0.5,2,"B_silopt",0.346072144751269,0.884636129125224,1,1,NA
"S2",1,0.5,2,"C_DK_ancien",0.146949039902741,0.876739945176823,1,NA,NA
"S2",1,0.5,2,"DK_reconstruit",0.125261402476449,0.8482154819589,NA,NA,7.02827398716893
"S2",1,0.5,3,"D0",0.285614700843495,0.716891422716131,NA,NA,NA
"S2",1,0.5,3,"D1",0.348411740553759,0.902252776073816,NA,NA,NA
"S2",1,0.5,3,"Df_silopt",0.348411740553759,0.902252776073816,1,NA,NA
"S2",1,0.5,3,"Ds",0.124545698458574,0.298595725946932,NA,NA,NA
"S2",1,0.5,3,"A",0.129258857735138,0.561027197850051,NA,NA,NA
"S2",1,0.5,3,"B_silopt",0.348411740553759,0.902252776073816,1,1,NA
"S2",1,0.5,3,"C_DK_ancien",0.143727440655397,0.840375645948809,1,NA,NA
"S2",1,0.5,3,"DK_reconstruit",0.130838819385283,0.796794195923605,NA,NA,6.74387254108764
"S2",1,0.5,4,"D0",0.289023726164154,0.804892077863667,NA,NA,NA
"S2",1,0.5,4,"D1",0.345967812504993,0.839332285559315,NA,NA,NA
"S2",1,0.5,4,"Df_silopt",0.345967812504993,0.839332285559315,1,NA,NA
"S2",1,0.5,4,"Ds",0.0989562083760379,0.330906702002401,NA,NA,NA
"S2",1,0.5,4,"A",0.119464364453094,0.598338931457962,NA,NA,NA
"S2",1,0.5,4,"B_silopt",0.345967812504992,0.839332285559315,1,1,NA
"S2",1,0.5,4,"C_DK_ancien",0.147456789724078,0.903123265850495,1,NA,NA
"S2",1,0.5,4,"DK_reconstruit",0.131407956875684,0.814899507772595,NA,NA,6.84910939835851
"S2",1,0.5,5,"D0",0.279669527508456,0.838589413684264,NA,NA,NA
"S2",1,0.5,5,"D1",0.339833558326836,0.847680017179635,NA,NA,NA
"S2",1,0.5,5,"Df_silopt",0.339833558326836,0.847680017179635,1,NA,NA
"S2",1,0.5,5,"Ds",0.0787442002930274,0.401879703726372,NA,NA,NA
"S2",1,0.5,5,"A",0.119617477890949,0.385353649788856,NA,NA,NA
"S2",1,0.5,5,"B_silopt",0.339833558326836,0.847680017179635,1,1,NA
"S2",1,0.5,5,"C_DK_ancien",0.144498794966721,0.911672607676704,1,NA,NA
"S2",1,0.5,5,"DK_reconstruit",0.124553662089934,0.873547256854018,NA,NA,6.84722466377907
"S2",1,0.5,6,"D0",0.314259905926277,0.892856848309456,NA,NA,NA
"S2",1,0.5,6,"D1",0.370288494997476,0.94036419222485,NA,NA,NA
"S2",1,0.5,6,"Df_silopt",0.370288494997476,0.94036419222485,1,NA,NA
"S2",1,0.5,6,"Ds",0.114559987170772,0.298899827925601,NA,NA,NA
"S2",1,0.5,6,"A",0.129816446226977,0.387359512072322,NA,NA,NA
"S2",1,0.5,6,"B_silopt",0.370288494997476,0.94036419222485,1,1,NA
"S2",1,0.5,6,"C_DK_ancien",0.152817797753221,0.882871925621943,1,NA,NA
"S2",1,0.5,6,"DK_reconstruit",0.139403616287834,0.780683009668793,NA,NA,7.17119916459745
"S2",1,0.5,7,"D0",0.298079329006558,0.892972054927862,NA,NA,NA
"S2",1,0.5,7,"D1",0.3642067003831,0.866421191339437,NA,NA,NA
"S2",1,0.5,7,"Df_silopt",0.3642067003831,0.866421191339437,1,NA,NA
"S2",1,0.5,7,"Ds",0.0993682470395734,0.383014883136997,NA,NA,NA
"S2",1,0.5,7,"A",0.112930855519988,0.500316072066788,NA,NA,NA
"S2",1,0.5,7,"B_silopt",0.3642067003831,0.866421191339437,1,1,NA
"S2",1,0.5,7,"C_DK_ancien",0.153189516246482,0.960185700965085,1,NA,NA
"S2",1,0.5,7,"DK_reconstruit",0.134341833107613,0.950419193209004,NA,NA,7.08600978516237
"S2",1,0.5,8,"D0",0.279112125588472,0.884751125428329,NA,NA,NA
"S2",1,0.5,8,"D1",0.346758727903027,0.840131757979343,NA,NA,NA
"S2",1,0.5,8,"Df_silopt",0.346758727903027,0.840131757979343,1,NA,NA
"S2",1,0.5,8,"Ds",0.113190095307938,0.295315502272363,NA,NA,NA
"S2",1,0.5,8,"A",0.134718362716052,0.493515464372322,NA,NA,NA
"S2",1,0.5,8,"B_silopt",0.346758727903027,0.840131757979343,1,1,NA
"S2",1,0.5,8,"C_DK_ancien",0.14415067411933,0.858521099759614,1,NA,NA
"S2",1,0.5,8,"DK_reconstruit",0.131839614667345,0.865985063688288,NA,NA,7.10086018551444
"S2",1,0.5,9,"D0",0.298086240161026,0.875523689616506,NA,NA,NA
"S2",1,0.5,9,"D1",0.365255277998052,0.884180057036818,NA,NA,NA
"S2",1,0.5,9,"Df_silopt",0.365255277998052,0.884180057036818,1,NA,NA
"S2",1,0.5,9,"Ds",0.121718333843377,0.29349994109557,NA,NA,NA
"S2",1,0.5,9,"A",0.121695042774219,0.48786463786835,NA,NA,NA
"S2",1,0.5,9,"B_silopt",0.365255277998052,0.884180057036818,1,1,NA
"S2",1,0.5,9,"C_DK_ancien",0.150803376381077,0.931413235353764,0.9,NA,NA
"S2",1,0.5,9,"DK_reconstruit",0.136390459392607,0.903006126118483,NA,NA,6.85604769518427
"S2",1,0.5,10,"D0",0.290838559110197,0.875507688570461,NA,NA,NA
"S2",1,0.5,10,"D1",0.344229171760081,0.88522377863302,NA,NA,NA
"S2",1,0.5,10,"Df_silopt",0.344229171760081,0.88522377863302,1,NA,NA
"S2",1,0.5,10,"Ds",0.104189630437968,0.354314410686905,NA,NA,NA
"S2",1,0.5,10,"A",0.118514119429409,0.522106746995373,NA,NA,NA
"S2",1,0.5,10,"B_silopt",0.344229171760081,0.88522377863302,1,1,NA
"S2",1,0.5,10,"C_DK_ancien",0.146145717336981,0.883645289883613,0.8,NA,NA
"S2",1,0.5,10,"DK_reconstruit",0.127544272883542,0.743252004168563,NA,NA,6.74608232299781
"S2",1,0.5,11,"D0",0.300302835167074,0.856551045220676,NA,NA,NA
"S2",1,0.5,11,"D1",0.350517170514878,0.82019610260744,NA,NA,NA
"S2",1,0.5,11,"Df_silopt",0.350517170514878,0.82019610260744,1,NA,NA
"S2",1,0.5,11,"Ds",0.113917016324213,0.329372263982625,NA,NA,NA
"S2",1,0.5,11,"A",0.117947113384975,0.570326730471643,NA,NA,NA
"S2",1,0.5,11,"B_silopt",0.350517170514878,0.82019610260744,1,1,NA
"S2",1,0.5,11,"C_DK_ancien",0.154467180601214,0.921893377984155,1,NA,NA
"S2",1,0.5,11,"DK_reconstruit",0.124679009695091,0.757383486977585,NA,NA,6.71362118180473
"S2",1,0.5,12,"D0",0.309235282413663,0.87350858686929,NA,NA,NA
"S2",1,0.5,12,"D1",0.368076443809786,0.883476482596931,NA,NA,NA
"S2",1,0.5,12,"Df_silopt",0.368076443809786,0.883476482596931,1,NA,NA
"S2",1,0.5,12,"Ds",0.103369594472114,0.379524810251776,NA,NA,NA
"S2",1,0.5,12,"A",0.121314072982041,0.628440981139235,NA,NA,NA
"S2",1,0.5,12,"B_silopt",0.368076443809786,0.883476482596931,1,1,NA
"S2",1,0.5,12,"C_DK_ancien",0.158601049064446,0.930708749143164,1,NA,NA
"S2",1,0.5,12,"DK_reconstruit",0.142427647843371,0.930708749143164,NA,NA,6.49869738802862
"S2",1,0.5,13,"D0",0.277373296315139,0.825121181660194,NA,NA,NA
"S2",1,0.5,13,"D1",0.341346421033774,0.875990155645903,NA,NA,NA
"S2",1,0.5,13,"Df_silopt",0.341346421033774,0.875990155645903,1,NA,NA
"S2",1,0.5,13,"Ds",0.0989175143246082,0.3348981858768,NA,NA,NA
"S2",1,0.5,13,"A",0.118237962075927,0.430992879056696,NA,NA,NA
"S2",1,0.5,13,"B_silopt",0.341346421033774,0.875990155645903,1,1,NA
"S2",1,0.5,13,"C_DK_ancien",0.132794811633583,0.781285193089078,1,NA,NA
"S2",1,0.5,13,"DK_reconstruit",0.114548281110444,0.607098952996452,NA,NA,6.8278696186994
"S2",1,0.5,14,"D0",0.292188377422854,0.81946130335456,NA,NA,NA
"S2",1,0.5,14,"D1",0.351990452200641,0.901643594933378,NA,NA,NA
"S2",1,0.5,14,"Df_silopt",0.351990452200641,0.901643594933378,1,NA,NA
"S2",1,0.5,14,"Ds",0.104521803506414,0.26306195367734,NA,NA,NA
"S2",1,0.5,14,"A",0.117474227899397,0.481092092882928,NA,NA,NA
"S2",1,0.5,14,"B_silopt",0.351990452200641,0.901643594933378,1,1,NA
"S2",1,0.5,14,"C_DK_ancien",0.152447801027731,0.941009399360717,1,NA,NA
"S2",1,0.5,14,"DK_reconstruit",0.12494220054841,0.64049392202921,NA,NA,6.91310952779252
"S2",1,0.5,15,"D0",0.290707638893268,0.893874184417526,NA,NA,NA
"S2",1,0.5,15,"D1",0.355400279797933,0.921952991954283,NA,NA,NA
"S2",1,0.5,15,"Df_silopt",0.355400279797933,0.921952991954283,1,NA,NA
"S2",1,0.5,15,"Ds",0.118951120443872,0.311659613507402,NA,NA,NA
"S2",1,0.5,15,"A",0.130633140641568,0.408765152026518,NA,NA,NA
"S2",1,0.5,15,"B_silopt",0.355400279797933,0.921952991954283,1,1,NA
"S2",1,0.5,15,"C_DK_ancien",0.151814052549003,0.960387037496235,1,NA,NA
"S2",1,0.5,15,"DK_reconstruit",0.136551945756387,0.904026365926603,NA,NA,7.00566274208282
"S2",1,0.5,16,"D0",0.29010130085176,0.758711265483839,NA,NA,NA
"S2",1,0.5,16,"D1",0.344311380554161,0.876605900565265,NA,NA,NA
"S2",1,0.5,16,"Df_silopt",0.344311380554161,0.876605900565265,1,NA,NA
"S2",1,0.5,16,"Ds",0.111533088738787,0.305948501960037,NA,NA,NA
"S2",1,0.5,16,"A",0.126718116280306,0.672162645045934,NA,NA,NA
"S2",1,0.5,16,"B_silopt",0.344311380554161,0.876605900565265,1,1,NA
"S2",1,0.5,16,"C_DK_ancien",0.145009647200351,0.873080353319805,1,NA,NA
"S2",1,0.5,16,"DK_reconstruit",0.134068137057597,0.807965775979061,NA,NA,6.68397443220676
"S2",1,0.5,17,"D0",0.282443985809631,0.787194843955295,NA,NA,NA
"S2",1,0.5,17,"D1",0.33712213864307,0.857169394381514,NA,NA,NA
"S2",1,0.5,17,"Df_silopt",0.33712213864307,0.857169394381514,1,NA,NA
"S2",1,0.5,17,"Ds",0.0927712511538744,0.325836447485394,NA,NA,NA
"S2",1,0.5,17,"A",0.126418778836356,0.609946524979596,NA,NA,NA
"S2",1,0.5,17,"B_silopt",0.33712213864307,0.857169394381514,1,1,NA
"S2",1,0.5,17,"C_DK_ancien",0.137106408010713,0.798829051280658,1,NA,NA
"S2",1,0.5,17,"DK_reconstruit",0.117723439734523,0.550183796062586,NA,NA,6.83161566992151
"S2",1,0.5,18,"D0",0.284180391731838,0.810903416736096,NA,NA,NA
"S2",1,0.5,18,"D1",0.344503008571799,0.894075466191983,NA,NA,NA
"S2",1,0.5,18,"Df_silopt",0.344503008571799,0.894075466191983,1,NA,NA
"S2",1,0.5,18,"Ds",0.111528456769076,0.51002704494728,NA,NA,NA
"S2",1,0.5,18,"A",0.139943549015203,0.369570339289546,NA,NA,NA
"S2",1,0.5,18,"B_silopt",0.344503008571799,0.894075466191983,1,1,NA
"S2",1,0.5,18,"C_DK_ancien",0.139572019853579,0.789063252465755,1,NA,NA
"S2",1,0.5,18,"DK_reconstruit",0.127936827351865,0.74135324680932,NA,NA,6.83490651295727
"S2",1,0.5,19,"D0",0.286862395953688,0.813519171524581,NA,NA,NA
"S2",1,0.5,19,"D1",0.352126170800957,0.839128810679616,NA,NA,NA
"S2",1,0.5,19,"Df_silopt",0.352126170800957,0.839128810679616,1,NA,NA
"S2",1,0.5,19,"Ds",0.0991827611525703,0.330691280586607,NA,NA,NA
"S2",1,0.5,19,"A",0.121184705381744,0.638420724698816,NA,NA,NA
"S2",1,0.5,19,"B_silopt",0.352126170800957,0.839128810679616,1,1,NA
"S2",1,0.5,19,"C_DK_ancien",0.154357766668465,0.931099601087982,1,NA,NA
"S2",1,0.5,19,"DK_reconstruit",0.140853655452181,0.969952566251795,NA,NA,7.08197297045596
"S2",1,0.5,20,"D0",0.283980166113656,0.866826166493868,NA,NA,NA
"S2",1,0.5,20,"D1",0.341088529085923,0.763137684802466,NA,NA,NA
"S2",1,0.5,20,"Df_silopt",0.341088529085923,0.763137684802466,1,NA,NA
"S2",1,0.5,20,"Ds",0.12231150023502,0.294611900377999,NA,NA,NA
"S2",1,0.5,20,"A",0.140527850219208,0.37464493022107,NA,NA,NA
"S2",1,0.5,20,"B_silopt",0.341088529085923,0.763137684802466,1,1,NA
"S2",1,0.5,20,"C_DK_ancien",0.131488680145443,0.716595662472153,1,NA,NA
"S2",1,0.5,20,"DK_reconstruit",0.123334424235627,0.57562218681627,NA,NA,6.87360910379799
"S2",1,0.5,21,"D0",0.3039148781019,0.87502884757656,NA,NA,NA
"S2",1,0.5,21,"D1",0.363600739099663,0.874613411455462,NA,NA,NA
"S2",1,0.5,21,"Df_silopt",0.363600739099663,0.874613411455462,1,NA,NA
"S2",1,0.5,21,"Ds",0.09031607024843,0.31003143893917,NA,NA,NA
"S2",1,0.5,21,"A",0.127667656540011,0.574901158112032,NA,NA,NA
"S2",1,0.5,21,"B_silopt",0.363600739099663,0.874613411455462,1,1,NA
"S2",1,0.5,21,"C_DK_ancien",0.145271892282348,0.83954992379761,1,NA,NA
"S2",1,0.5,21,"DK_reconstruit",0.129712038571008,0.709394538458324,NA,NA,6.82173851744864
"S2",1,0.5,22,"D0",0.274411063814576,0.747656788936656,NA,NA,NA
"S2",1,0.5,22,"D1",0.346859423432917,0.884698861101185,NA,NA,NA
"S2",1,0.5,22,"Df_silopt",0.346859423432917,0.884698861101185,1,NA,NA
"S2",1,0.5,22,"Ds",0.0956021387036317,0.385206929017079,NA,NA,NA
"S2",1,0.5,22,"A",0.127117980304861,0.523479877167502,NA,NA,NA
"S2",1,0.5,22,"B_silopt",0.346859423432917,0.884698861101185,1,1,NA
"S2",1,0.5,22,"C_DK_ancien",0.146923496127402,0.872935271526478,1,NA,NA
"S2",1,0.5,22,"DK_reconstruit",0.117980906547332,0.698273196175334,NA,NA,7.00472537886488
"S2",1,0.5,23,"D0",0.31543402427031,0.873080353319805,NA,NA,NA
"S2",1,0.5,23,"D1",0.376679606832456,0.884623115577889,NA,NA,NA
"S2",1,0.5,23,"Df_silopt",0.376679606832456,0.884623115577889,1,NA,NA
"S2",1,0.5,23,"Ds",0.0931626010441337,0.326215938041733,NA,NA,NA
"S2",1,0.5,23,"A",0.130384741940156,0.57017694619812,NA,NA,NA
"S2",1,0.5,23,"B_silopt",0.376679606832456,0.884623115577889,1,1,NA
"S2",1,0.5,23,"C_DK_ancien",0.155068457854226,0.903171945387574,1,NA,NA
"S2",1,0.5,23,"DK_reconstruit",0.14207991199229,0.960546760342641,NA,NA,6.71619153679413
"S2",1,0.5,24,"D0",0.293512111235223,0.894244416648713,NA,NA,NA
"S2",1,0.5,24,"D1",0.338905530686918,0.815605204084047,NA,NA,NA
"S2",1,0.5,24,"Df_silopt",0.338905530686918,0.815605204084047,1,NA,NA
"S2",1,0.5,24,"Ds",0.0961105912026782,0.443392488792978,NA,NA,NA
"S2",1,0.5,24,"A",0.126569909312379,0.545157042964705,NA,NA,NA
"S2",1,0.5,24,"B_silopt",0.338905530686918,0.815605204084047,1,1,NA
"S2",1,0.5,24,"C_DK_ancien",0.153635057568843,0.950222928011767,1,NA,NA
"S2",1,0.5,24,"DK_reconstruit",0.133835583481156,0.903032505155321,NA,NA,6.82743045551067
"S2",1,0.5,25,"D0",0.287547324692991,0.813569094267855,NA,NA,NA
"S2",1,0.5,25,"D1",0.346913996413601,0.847452805622843,NA,NA,NA
"S2",1,0.5,25,"Df_silopt",0.346913996413601,0.847452805622843,1,NA,NA
"S2",1,0.5,25,"Ds",0.0981647679285523,0.318387190300347,NA,NA,NA
"S2",1,0.5,25,"A",0.130088878385355,0.537463841303279,NA,NA,NA
"S2",1,0.5,25,"B_silopt",0.346913996413602,0.847452805622843,1,1,NA
"S2",1,0.5,25,"C_DK_ancien",0.151261587048348,0.912824307248106,1,NA,NA
"S2",1,0.5,25,"DK_reconstruit",0.130523995467815,0.823347293647203,NA,NA,6.81795770391456
"S2",1,0.5,26,"D0",0.296391848156775,0.941408080808081,NA,NA,NA
"S2",1,0.5,26,"D1",0.356289899764176,0.931406239664532,NA,NA,NA
"S2",1,0.5,26,"Df_silopt",0.356289899764176,0.931406239664532,1,NA,NA
"S2",1,0.5,26,"Ds",0.0947650627470077,0.282469840065979,NA,NA,NA
"S2",1,0.5,26,"A",0.125382076599024,0.616344591685758,NA,NA,NA
"S2",1,0.5,26,"B_silopt",0.356289899764176,0.931406239664532,1,1,NA
"S2",1,0.5,26,"C_DK_ancien",0.139183637675066,0.814309180899943,1,NA,NA
"S2",1,0.5,26,"DK_reconstruit",0.113718822906874,0.606487697495137,NA,NA,6.5838359768167
"S2",1,0.5,27,"D0",0.284422050776439,0.842749543918462,NA,NA,NA
"S2",1,0.5,27,"D1",0.34447212365576,0.92208408721023,NA,NA,NA
"S2",1,0.5,27,"Df_silopt",0.34447212365576,0.92208408721023,1,NA,NA
"S2",1,0.5,27,"Ds",0.108877400847741,0.257278276753457,NA,NA,NA
"S2",1,0.5,27,"A",0.127847794144086,0.509728555877272,NA,NA,NA
"S2",1,0.5,27,"B_silopt",0.34447212365576,0.92208408721023,1,1,NA
"S2",1,0.5,27,"C_DK_ancien",0.147017999503983,0.921139822123494,1,NA,NA
"S2",1,0.5,27,"DK_reconstruit",0.111779391296943,0.622289395899072,NA,NA,6.80872599682314
"S2",1,0.5,28,"D0",0.292186839476194,0.856177855783323,NA,NA,NA
"S2",1,0.5,28,"D1",0.352594974334279,0.876199266555704,NA,NA,NA
"S2",1,0.5,28,"Df_silopt",0.352594974334279,0.876199266555704,1,NA,NA
"S2",1,0.5,28,"Ds",0.1119736353328,0.408197570656105,NA,NA,NA
"S2",1,0.5,28,"A",0.129066460368897,0.63940952826538,NA,NA,NA
"S2",1,0.5,28,"B_silopt",0.352594974334279,0.876199266555704,1,1,NA
"S2",1,0.5,28,"C_DK_ancien",0.147335019808546,0.90315290038197,1,NA,NA
"S2",1,0.5,28,"DK_reconstruit",0.13084812629562,0.894431222202243,NA,NA,6.7397102339382
"S2",1,0.5,29,"D0",0.288330157576321,0.784610360243823,NA,NA,NA
"S2",1,0.5,29,"D1",0.346751297924002,0.842085783228352,NA,NA,NA
"S2",1,0.5,29,"Df_silopt",0.346751297924002,0.842085783228352,1,NA,NA
"S2",1,0.5,29,"Ds",0.11265772565179,0.297865809725115,NA,NA,NA
"S2",1,0.5,29,"A",0.137633975790085,0.679476405299637,NA,NA,NA
"S2",1,0.5,29,"B_silopt",0.346751297924002,0.842085783228352,1,1,NA
"S2",1,0.5,29,"C_DK_ancien",0.151612261308401,0.86717434864344,1,NA,NA
"S2",1,0.5,29,"DK_reconstruit",0.141409754044982,0.904026365926603,NA,NA,7.01366712689607
"S2",1,0.5,30,"D0",0.305894700451231,0.902172069012875,NA,NA,NA
"S2",1,0.5,30,"D1",0.359745831595589,0.940707399698741,NA,NA,NA
"S2",1,0.5,30,"Df_silopt",0.359745831595589,0.940707399698741,1,NA,NA
"S2",1,0.5,30,"Ds",0.103720872870622,0.437766989353258,NA,NA,NA
"S2",1,0.5,30,"A",0.123673446726099,0.512413187794746,NA,NA,NA
"S2",1,0.5,30,"B_silopt",0.359745831595589,0.940707399698741,1,1,NA
"S2",1,0.5,30,"C_DK_ancien",0.147677800344718,0.863245572854227,1,NA,NA
"S2",1,0.5,30,"DK_reconstruit",0.131665120215185,0.717892576509668,NA,NA,7.18257458045026
"S2",1,0.5,31,"D0",0.297441722993748,0.820973665255667,NA,NA,NA
"S2",1,0.5,31,"D1",0.328784692454086,0.65333127643789,NA,NA,NA
"S2",1,0.5,31,"Df_silopt",0.328784692454086,0.65333127643789,1,NA,NA
"S2",1,0.5,31,"Ds",0.10724502475164,0.328051620685211,NA,NA,NA
"S2",1,0.5,31,"A",0.119392528071687,0.391219565281086,NA,NA,NA
"S2",1,0.5,31,"B_silopt",0.328784692454086,0.65333127643789,1,1,NA
"S2",1,0.5,31,"C_DK_ancien",0.145726148371559,0.866168093708921,1,NA,NA
