"scenario","delta1","delta2","seed","method","silhouette","ari","alpha","omega","r"
"S2",1,0.5,31,"DK_reconstruit",0.134365761971084,0.931696581807359,NA,NA,6.92894125263826
"S2",1,0.5,32,"D0",0.297611616904145,0.803377222178599,NA,NA,NA
"S2",1,0.5,32,"D1",0.350204734171231,0.815203924473002,NA,NA,NA
"S2",1,0.5,32,"Df_silopt",0.350204734171231,0.815203924473002,1,NA,NA
"S2",1,0.5,32,"Ds",0.108130018303392,0.382265721049049,NA,NA,NA
"S2",1,0.5,32,"A",0.118913193648788,0.505821946945246,NA,NA,NA
"S2",1,0.5,32,"B_silopt",0.350204734171231,0.815203924473002,1,1,NA
"S2",1,0.5,32,"C_DK_ancien",0.14975626121523,0.892856848309456,1,NA,NA
"S2",1,0.5,32,"DK_reconstruit",0.139462709323343,0.893676517189738,NA,NA,6.5013525022324
"S2",1,0.5,33,"D0",0.273614788116551,0.756093391521637,NA,NA,NA
"S2",1,0.5,33,"D1",0.349643728014394,0.950726235109727,NA,NA,NA
"S2",1,0.5,33,"Df_silopt",0.349643728014394,0.950726235109727,1,NA,NA
"S2",1,0.5,33,"Ds",0.117554831523255,0.324618746953983,NA,NA,NA
"S2",1,0.5,33,"A",0.123209009140426,0.479236433835738,NA,NA,NA
"S2",1,0.5,33,"B_silopt",0.349643728014394,0.950726235109727,1,1,NA
"S2",1,0.5,33,"C_DK_ancien",0.149578649325933,0.931406239664532,1,NA,NA
"S2",1,0.5,33,"DK_reconstruit",0.128647035551152,0.883354476684808,NA,NA,6.79482844059749
"S2",1,0.5,34,"D0",0.272254751768749,0.788998773071741,NA,NA,NA
"S2",1,0.5,34,"D1",0.34673609914019,0.884954823572463,NA,NA,NA
"S2",1,0.5,34,"Df_silopt",0.34673609914019,0.884954823572463,1,NA,NA
"S2",1,0.5,34,"Ds",0.102628172605359,0.573792695318358,NA,NA,NA
"S2",1,0.5,34,"A",0.116395254692543,0.571347005221125,NA,NA,NA
"S2",1,0.5,34,"B_silopt",0.34673609914019,0.884954823572463,1,1,NA
"S2",1,0.5,34,"C_DK_ancien",0.150412142622083,0.931729083541992,1,NA,NA
"S2",1,0.5,34,"DK_reconstruit",0.133189762493861,0.989983166952885,NA,NA,6.87133850868912
"S2",1,0.5,35,"D0",0.291688054019534,0.68667222934042,NA,NA,NA
"S2",1,0.5,35,"D1",0.348224590946528,0.778502007133939,NA,NA,NA
"S2",1,0.5,35,"Df_silopt",0.348224590946528,0.778502007133939,1,NA,NA
"S2",1,0.5,35,"Ds",0.106546404926198,0.304523651929372,NA,NA,NA
"S2",1,0.5,35,"A",0.131273167675773,0.366563366514543,NA,NA,NA
"S2",1,0.5,35,"B_silopt",0.348224590946528,0.778502007133939,1,1,NA
"S2",1,0.5,35,"C_DK_ancien",0.149252483032808,0.883629463585305,1,NA,NA
"S2",1,0.5,35,"DK_reconstruit",0.130080114092952,0.768706794716117,NA,NA,6.77355451555698
"S2",1,0.5,36,"D0",0.309101603213201,0.865708432021742,NA,NA,NA
"S2",1,0.5,36,"D1",0.355236203527475,0.912605273639526,NA,NA,NA
"S2",1,0.5,36,"Df_silopt",0.355236203527475,0.912605273639526,1,NA,NA
"S2",1,0.5,36,"Ds",0.101542543284531,0.380047069632464,NA,NA,NA
"S2",1,0.5,36,"A",0.122888673325775,0.69319114537054,NA,NA,NA
"S2",1,0.5,36,"B_silopt",0.355236203527475,0.912605273639526,1,1,NA
"S2",1,0.5,36,"C_DK_ancien",0.154016422341362,0.989983166952885,1,NA,NA
"S2",1,0.5,36,"DK_reconstruit",0.143653829718724,0.960538710835155,NA,NA,6.4653537739601
"S2",1,0.5,37,"D0",0.276499037685183,0.784735554202555,NA,NA,NA
"S2",1,0.5,37,"D1",0.348820869954414,0.912166938285808,NA,NA,NA
"S2",1,0.5,37,"Df_silopt",0.348820869954414,0.912166938285808,1,NA,NA
"S2",1,0.5,37,"Ds",0.111384236110004,0.300027833367381,NA,NA,NA
"S2",1,0.5,37,"A",0.127468453923027,0.61704065267157,NA,NA,NA
"S2",1,0.5,37,"B_silopt",0.348820869954414,0.912166938285808,1,1,NA
"S2",1,0.5,37,"C_DK_ancien",0.145020764541657,0.81862364641657,1,NA,NA
"S2",1,0.5,37,"DK_reconstruit",0.124886913640087,0.747135973146089,NA,NA,6.87162220177837
"S2",1,0.5,38,"D0",0.29413908410106,0.844617978644511,NA,NA,NA
"S2",1,0.5,38,"D1",0.361235377836163,0.960385690411661,NA,NA,NA
"S2",1,0.5,38,"Df_silopt",0.361235377836163,0.960385690411661,1,NA,NA
"S2",1,0.5,38,"Ds",0.12671242525544,0.33412982470919,NA,NA,NA
"S2",1,0.5,38,"A",0.125412504207291,0.469542992758474,NA,NA,NA
"S2",1,0.5,38,"B_silopt",0.361235377836163,0.960385690411661,1,1,NA
"S2",1,0.5,38,"C_DK_ancien",0.152324825118582,0.877029531989439,1,NA,NA
"S2",1,0.5,38,"DK_reconstruit",0.139141018017936,0.912495723328421,NA,NA,6.6230424998091
"S2",1,0.5,39,"D0",0.30669489927749,0.83880717949046,NA,NA,NA
"S2",1,0.5,39,"D1",0.362914999264996,0.903171945387574,NA,NA,NA
"S2",1,0.5,39,"Df_silopt",0.362914999264996,0.903171945387574,1,NA,NA
"S2",1,0.5,39,"Ds",0.110808363090253,0.259075074988069,NA,NA,NA
"S2",1,0.5,39,"A",0.122604254714641,0.430712952795201,NA,NA,NA
"S2",1,0.5,39,"B_silopt",0.362914999264996,0.903171945387574,1,1,NA
"S2",1,0.5,39,"C_DK_ancien",0.154424249143126,0.95062221573546,0.9,NA,NA
"S2",1,0.5,39,"DK_reconstruit",0.134757911493539,0.801286983471213,NA,NA,6.88524704073348
"S2",1,0.5,40,"D0",0.294011340633843,0.8482154819589,NA,NA,NA
"S2",1,0.5,40,"D1",0.36095896929129,0.931696581807359,NA,NA,NA
"S2",1,0.5,40,"Df_silopt",0.36095896929129,0.931696581807359,1,NA,NA
"S2",1,0.5,40,"Ds",0.114672767640157,0.319648855334512,NA,NA,NA
"S2",1,0.5,40,"A",0.123523027426208,0.505822105293005,NA,NA,NA
"S2",1,0.5,40,"B_silopt",0.36095896929129,0.931696581807359,1,1,NA
"S2",1,0.5,40,"C_DK_ancien",0.145482661465903,0.894154517299035,1,NA,NA
"S2",1,0.5,40,"DK_reconstruit",0.128443902803984,0.817013094297931,NA,NA,7.00333445761079
"S2",1,0.5,41,"D0",0.30024003052356,0.749409745860911,NA,NA,NA
"S2",1,0.5,41,"D1",0.353569030695381,0.875356261167478,NA,NA,NA
"S2",1,0.5,41,"Df_silopt",0.353569030695381,0.875356261167478,1,NA,NA
"S2",1,0.5,41,"Ds",0.0921932731828671,0.251159293353552,NA,NA,NA
"S2",1,0.5,41,"A",0.129734572560427,0.543051471989333,NA,NA,NA
"S2",1,0.5,41,"B_silopt",0.353569030695381,0.875356261167478,1,1,NA
"S2",1,0.5,41,"C_DK_ancien",0.142883780854668,0.894230043016349,1,NA,NA
"S2",1,0.5,41,"DK_reconstruit",0.118324141254676,0.639815997113865,NA,NA,6.88735534611504
"S2",1,0.5,42,"D0",0.297834439273006,0.828090109405295,NA,NA,NA
"S2",1,0.5,42,"D1",0.360445169696245,0.883653201418604,NA,NA,NA
"S2",1,0.5,42,"Df_silopt",0.360445169696245,0.883653201418604,1,NA,NA
"S2",1,0.5,42,"Ds",0.0990762938822392,0.399682205111765,NA,NA,NA
"S2",1,0.5,42,"A",0.124936740285239,0.449566452906597,NA,NA,NA
"S2",1,0.5,42,"B_silopt",0.360445169696245,0.883653201418604,1,1,NA
"S2",1,0.5,42,"C_DK_ancien",0.150541733871518,0.912667309865607,1,NA,NA
"S2",1,0.5,42,"DK_reconstruit",0.135069632978021,0.866031038784679,NA,NA,6.8035808611665
"S2",1,0.5,43,"D0",0.285643064242368,0.769016664638151,NA,NA,NA
"S2",1,0.5,43,"D1",0.336811691785878,0.847150831631994,NA,NA,NA
"S2",1,0.5,43,"Df_silopt",0.336811691785878,0.847150831631994,1,NA,NA
"S2",1,0.5,43,"Ds",0.107108906519852,0.289825408488156,NA,NA,NA
"S2",1,0.5,43,"A",0.116117325706762,0.468341506393789,NA,NA,NA
"S2",1,0.5,43,"B_silopt",0.336811691785878,0.847150831631994,1,1,NA
"S2",1,0.5,43,"C_DK_ancien",0.136263030879216,0.903408799180783,1,NA,NA
"S2",1,0.5,43,"DK_reconstruit",0.119872578792454,0.749556679350435,NA,NA,7.14005897885837
"S2",1,0.5,44,"D0",0.272679484205333,0.830670316957499,NA,NA,NA
"S2",1,0.5,44,"D1",0.334881878990007,0.856003839273676,NA,NA,NA
"S2",1,0.5,44,"Df_silopt",0.334881878990007,0.856003839273676,1,NA,NA
"S2",1,0.5,44,"Ds",0.120292633896207,0.345884709395832,NA,NA,NA
"S2",1,0.5,44,"A",0.126554673688836,0.619640697320031,NA,NA,NA
"S2",1,0.5,44,"B_silopt",0.334881878990007,0.856003839273676,1,1,NA
"S2",1,0.5,44,"C_DK_ancien",0.139740305316096,0.795244229180372,1,NA,NA
"S2",1,0.5,44,"DK_reconstruit",0.127530182939113,0.722366416952836,NA,NA,6.9301465449044
"S2",1,0.5,45,"D0",0.287502649838143,0.848983703887031,NA,NA,NA
"S2",1,0.5,45,"D1",0.35962020060847,0.912492748554802,NA,NA,NA
"S2",1,0.5,45,"Df_silopt",0.35962020060847,0.912492748554802,1,NA,NA
"S2",1,0.5,45,"Ds",0.101239367151663,0.328067971757426,NA,NA,NA
"S2",1,0.5,45,"A",0.123678355285953,0.476966244276257,NA,NA,NA
"S2",1,0.5,45,"B_silopt",0.35962020060847,0.912492748554802,1,1,NA
"S2",1,0.5,45,"C_DK_ancien",0.153341704394574,0.931092572213909,1,NA,NA
"S2",1,0.5,45,"DK_reconstruit",0.138534986494773,0.91219978039638,NA,NA,7.10236346864105
"S2",1,0.5,46,"D0",0.297723682006162,0.845688183219589,NA,NA,NA
"S2",1,0.5,46,"D1",0.351314631563942,0.893672902643069,NA,NA,NA
"S2",1,0.5,46,"Df_silopt",0.351314631563942,0.893672902643069,1,NA,NA
"S2",1,0.5,46,"Ds",0.071051790881085,0.178818563092755,NA,NA,NA
"S2",1,0.5,46,"A",0.108902710214937,0.683619243281985,NA,NA,NA
"S2",1,0.5,46,"B_silopt",0.351314631563942,0.893672902643069,1,1,NA
"S2",1,0.5,46,"C_DK_ancien",0.142629760065657,0.874840292036457,1,NA,NA
"S2",1,0.5,46,"DK_reconstruit",0.128494368925317,0.922334433108884,NA,NA,6.91840247021999
"S2",1,0.5,47,"D0",0.279194418642892,0.902704121321757,NA,NA,NA
"S2",1,0.5,47,"D1",0.339925847785791,0.931399242548067,NA,NA,NA
"S2",1,0.5,47,"Df_silopt",0.339925847785791,0.931399242548067,1,NA,NA
"S2",1,0.5,47,"Ds",0.0848097769422832,0.3168303051625,NA,NA,NA
"S2",1,0.5,47,"A",0.121425018449878,0.625973813193048,NA,NA,NA
"S2",1,0.5,47,"B_silopt",0.339925847785791,0.931399242548067,1,1,NA
"S2",1,0.5,47,"C_DK_ancien",0.141005098685236,0.893888613762672,1,NA,NA
"S2",1,0.5,47,"DK_reconstruit",0.110500190166305,0.64539183385031,NA,NA,6.44702885563448
"S2",1,0.5,48,"D0",0.27638609183236,0.780664478680398,NA,NA,NA
"S2",1,0.5,48,"D1",0.3446409340474,0.856089820694968,NA,NA,NA
"S2",1,0.5,48,"Df_silopt",0.3446409340474,0.856089820694968,1,NA,NA
"S2",1,0.5,48,"Ds",0.106989555201086,0.246877097645015,NA,NA,NA
"S2",1,0.5,48,"A",0.12086017102041,0.494375545726108,NA,NA,NA
"S2",1,0.5,48,"B_silopt",0.3446409340474,0.856089820694968,1,1,NA
"S2",1,0.5,48,"C_DK_ancien",0.147664289241813,0.901588267404004,1,NA,NA
"S2",1,0.5,48,"DK_reconstruit",0.122733937252043,0.673502449731852,NA,NA,6.66327970824706
"S2",1,0.5,49,"D0",0.276089888191284,0.766795685921461,NA,NA,NA
"S2",1,0.5,49,"D1",0.351807423478679,0.884582559010626,NA,NA,NA
"S2",1,0.5,49,"Df_silopt",0.351807423478679,0.884582559010626,1,NA,NA
"S2",1,0.5,49,"Ds",0.115299871605229,0.323574323638947,NA,NA,NA
"S2",1,0.5,49,"A",0.125462161999195,0.513307343620136,NA,NA,NA
"S2",1,0.5,49,"B_silopt",0.351807423478679,0.884582559010626,1,1,NA
"S2",1,0.5,49,"C_DK_ancien",0.148474516310926,0.893561406375998,1,NA,NA
"S2",1,0.5,49,"DK_reconstruit",0.133109019415877,0.922257557528701,NA,NA,6.74902834286824
"S2",1,0.5,50,"D0",0.293418422023155,0.845391168958399,NA,NA,NA
"S2",1,0.5,50,"D1",0.359070391697183,0.874274856132231,NA,NA,NA
"S2",1,0.5,50,"Df_silopt",0.359070391697183,0.874274856132231,1,NA,NA
"S2",1,0.5,50,"Ds",0.101011879710461,0.286783733376432,NA,NA,NA
"S2",1,0.5,50,"A",0.120391086224442,0.499731663339807,NA,NA,NA
"S2",1,0.5,50,"B_silopt",0.359070391697183,0.874274856132231,1,1,NA
"S2",1,0.5,50,"C_DK_ancien",0.142341924115656,0.824961054907921,1,NA,NA
"S2",1,0.5,50,"DK_reconstruit",0.119979625611455,0.515348374702571,NA,NA,6.83552792215745
"S3",0.5,1,1,"D0",0.226179562114277,0.221520452218072,NA,NA,NA
"S3",0.5,1,1,"D1",0.176904263451074,0.304566596521555,NA,NA,NA
"S3",0.5,1,1,"Df_silopt",0.226179562114277,0.221520452218072,0,NA,NA
"S3",0.5,1,1,"Ds",0.130440678423257,0.633740577852309,NA,NA,NA
"S3",0.5,1,1,"A",0.130410782684159,0.586325299005929,NA,NA,NA
"S3",0.5,1,1,"B_silopt",0.226179562114277,0.221520452218072,0,1,NA
"S3",0.5,1,1,"C_DK_ancien",0.107148371323782,0.433918815113503,0,NA,NA
"S3",0.5,1,1,"DK_reconstruit",0.108474321409409,0.435979899497487,NA,NA,3.60367320972847
"S3",0.5,1,2,"D0",0.249265229771212,0.24235851012358,NA,NA,NA
"S3",0.5,1,2,"D1",0.16728817778841,0.38474115443783,NA,NA,NA
"S3",0.5,1,2,"Df_silopt",0.249265229771212,0.24235851012358,0,NA,NA
"S3",0.5,1,2,"Ds",0.147904121794022,0.496572291697344,NA,NA,NA
"S3",0.5,1,2,"A",0.151954010507351,0.555065504883629,NA,NA,NA
"S3",0.5,1,2,"B_silopt",0.249265229771212,0.24235851012358,0,1,NA
"S3",0.5,1,2,"C_DK_ancien",0.111320395589826,0.350506349610156,0,NA,NA
"S3",0.5,1,2,"DK_reconstruit",0.119301751575826,0.316568511376813,NA,NA,4.10215352441877
"S3",0.5,1,3,"D0",0.214702332329753,0.163663166812548,NA,NA,NA
"S3",0.5,1,3,"D1",0.149231689969451,0.351997392822794,NA,NA,NA
"S3",0.5,1,3,"Df_silopt",0.214702332329753,0.163663166812548,0,NA,NA
"S3",0.5,1,3,"Ds",0.120497805830825,0.556824847004899,NA,NA,NA
"S3",0.5,1,3,"A",0.13841027218443,0.628440981139235,NA,NA,NA
"S3",0.5,1,3,"B_silopt",0.214702332329753,0.163663166812548,0,1,NA
"S3",0.5,1,3,"C_DK_ancien",0.0816546851309317,0.663694018671068,0.6,NA,NA
"S3",0.5,1,3,"DK_reconstruit",0.0836476600120849,0.560955416503518,NA,NA,3.77767146016638
"S3",0.5,1,4,"D0",0.233244022712604,0.266341925140212,NA,NA,NA
"S3",0.5,1,4,"D1",0.160377681532325,0.374077825700577,NA,NA,NA
"S3",0.5,1,4,"Df_silopt",0.233244022712604,0.266341925140212,0,NA,NA
"S3",0.5,1,4,"Ds",0.119687924798153,0.547483634210747,NA,NA,NA
"S3",0.5,1,4,"A",0.131000836129592,0.658639715413295,NA,NA,NA
"S3",0.5,1,4,"B_silopt",0.233244022712604,0.266341925140212,0,1,NA
"S3",0.5,1,4,"C_DK_ancien",0.0973841681408623,0.350457857569892,0,NA,NA
"S3",0.5,1,4,"DK_reconstruit",0.101164993065828,0.346028044337238,NA,NA,3.84828809859656
"S3",0.5,1,5,"D0",0.220235694854732,0.144418958819786,NA,NA,NA
"S3",0.5,1,5,"D1",0.150210550330316,0.378967512783105,NA,NA,NA
"S3",0.5,1,5,"Df_silopt",0.220235694854732,0.144418958819786,0,NA,NA
"S3",0.5,1,5,"Ds",0.121702007991138,0.603885990076689,NA,NA,NA
"S3",0.5,1,5,"A",0.129812089011712,0.559687678952137,NA,NA,NA
"S3",0.5,1,5,"B_silopt",0.220235694854733,0.144418958819786,0,1,NA
"S3",0.5,1,5,"C_DK_ancien",0.083238880290204,0.732920635673473,1,NA,NA
"S3",0.5,1,5,"DK_reconstruit",0.0975276967750224,0.551783397807882,NA,NA,3.9047689577978
"S3",0.5,1,6,"D0",0.24523264004617,0.271330209065097,NA,NA,NA
"S3",0.5,1,6,"D1",0.183942599698899,0.490258906139353,NA,NA,NA
"S3",0.5,1,6,"Df_silopt",0.24523264004617,0.271330209065097,0,NA,NA
"S3",0.5,1,6,"Ds",0.147615014982908,0.357346880616748,NA,NA,NA
"S3",0.5,1,6,"A",0.14094629662751,0.52647414078189,NA,NA,NA
"S3",0.5,1,6,"B_silopt",0.24523264004617,0.271330209065097,0,1,NA
"S3",0.5,1,6,"C_DK_ancien",0.106903357479814,0.347045830248301,0,NA,NA
"S3",0.5,1,6,"DK_reconstruit",0.110724951534568,0.344823750934164,NA,NA,4.01638523472107
"S3",0.5,1,7,"D0",0.220664424231086,0.192051312282726,NA,NA,NA
"S3",0.5,1,7,"D1",0.161861036783924,0.477351382713355,NA,NA,NA
"S3",0.5,1,7,"Df_silopt",0.220664424231086,0.192051312282726,0,NA,NA
"S3",0.5,1,7,"Ds",0.116398058699718,0.623507088070104,NA,NA,NA
"S3",0.5,1,7,"A",0.150483098481543,0.441470456588002,NA,NA,NA
"S3",0.5,1,7,"B_silopt",0.220664424231086,0.192051312282726,0,1,NA
"S3",0.5,1,7,"C_DK_ancien",0.092236700007017,0.760752743765316,1,NA,NA
"S3",0.5,1,7,"DK_reconstruit",0.0938640163389685,0.36408844659242,NA,NA,4.02388044824679
"S3",0.5,1,8,"D0",0.215958526583179,0.301136408319238,NA,NA,NA
"S3",0.5,1,8,"D1",0.148827795412765,0.389755585369533,NA,NA,NA
"S3",0.5,1,8,"Df_silopt",0.215958526583179,0.301136408319238,0,NA,NA
"S3",0.5,1,8,"Ds",0.12380366758892,0.469118762933145,NA,NA,NA
"S3",0.5,1,8,"A",0.142623709992346,0.635428291969188,NA,NA,NA
"S3",0.5,1,8,"B_silopt",0.215958526583179,0.301136408319238,0,1,NA
"S3",0.5,1,8,"C_DK_ancien",0.0859584911778521,0.51257317264796,0,NA,NA
"S3",0.5,1,8,"DK_reconstruit",0.090237748265769,0.524425125508308,NA,NA,4.08844866585745
"S3",0.5,1,9,"D0",0.246644337395179,0.250660795022895,NA,NA,NA
"S3",0.5,1,9,"D1",0.183477672894247,0.347146074548331,NA,NA,NA
"S3",0.5,1,9,"Df_silopt",0.246644337395179,0.250660795022895,0,NA,NA
"S3",0.5,1,9,"Ds",0.115154463775275,0.543800357144767,NA,NA,NA
"S3",0.5,1,9,"A",0.137660833413101,0.571790321659278,NA,NA,NA
"S3",0.5,1,9,"B_silopt",0.246644337395179,0.250660795022895,0,1,NA
"S3",0.5,1,9,"C_DK_ancien",0.107794438352878,0.362239254290055,0.1,NA,NA
"S3",0.5,1,9,"DK_reconstruit",0.111052837445403,0.31026118807103,NA,NA,3.79516233731026
"S3",0.5,1,10,"D0",0.211332231335368,0.243639479461966,NA,NA,NA
"S3",0.5,1,10,"D1",0.161079381289935,0.319972648906031,NA,NA,NA
"S3",0.5,1,10,"Df_silopt",0.211332231335368,0.243639479461966,0,NA,NA
"S3",0.5,1,10,"Ds",0.126690883496657,0.494321889809234,NA,NA,NA
"S3",0.5,1,10,"A",0.134878940141671,0.62871035383499,NA,NA,NA
"S3",0.5,1,10,"B_silopt",0.211332231335368,0.243639479461966,0,1,NA
"S3",0.5,1,10,"C_DK_ancien",0.0826165736742208,0.428568598236835,0.1,NA,NA
"S3",0.5,1,10,"DK_reconstruit",0.0886608638040996,0.467122612340452,NA,NA,3.73938387974109
"S3",0.5,1,11,"D0",0.229685818604605,0.255302448750941,NA,NA,NA
"S3",0.5,1,11,"D1",0.165646361273948,0.330819092224664,NA,NA,NA
"S3",0.5,1,11,"Df_silopt",0.229685818604605,0.255302448750941,0,NA,NA
"S3",0.5,1,11,"Ds",0.122811865887445,0.465333581194623,NA,NA,NA
"S3",0.5,1,11,"A",0.137111256094503,0.674041698174064,NA,NA,NA
"S3",0.5,1,11,"B_silopt",0.229685818604605,0.255302448750941,0,1,NA
"S3",0.5,1,11,"C_DK_ancien",0.0985473879380994,0.376445573260061,0,NA,NA
"S3",0.5,1,11,"DK_reconstruit",0.102491475156118,0.380429628378598,NA,NA,3.75327057261487
"S3",0.5,1,12,"D0",0.207353979127435,0.183961238713216,NA,NA,NA
"S3",0.5,1,12,"D1",0.186406180655652,0.452837082255921,NA,NA,NA
"S3",0.5,1,12,"Df_silopt",0.207353979127435,0.183961238713216,0,NA,NA
"S3",0.5,1,12,"Ds",0.127766460395959,0.659395201801388,NA,NA,NA
"S3",0.5,1,12,"A",0.13005511101993,0.712375624397099,NA,NA,NA
"S3",0.5,1,12,"B_silopt",0.207353979127435,0.183961238713216,0,1,NA
"S3",0.5,1,12,"C_DK_ancien",0.0944766740105516,0.733175317450726,1,NA,NA
"S3",0.5,1,12,"DK_reconstruit",0.0844107690561235,0.766547249869772,NA,NA,3.56196665931316
"S3",0.5,1,13,"D0",0.208997330114264,0.237612212142021,NA,NA,NA
"S3",0.5,1,13,"D1",0.16112118861343,0.399147787563559,NA,NA,NA
"S3",0.5,1,13,"Df_silopt",0.221036674904414,0.300416195597863,0.2,NA,NA
"S3",0.5,1,13,"Ds",0.115999962383014,0.566528899984348,NA,NA,NA
"S3",0.5,1,13,"A",0.131022182459023,0.688651275109195,NA,NA,NA
"S3",0.5,1,13,"B_silopt",0.221036674904414,0.300416195597863,0.2,1,NA
"S3",0.5,1,13,"C_DK_ancien",0.0980981713135035,0.338907114400024,0,NA,NA
"S3",0.5,1,13,"DK_reconstruit",0.100360533527195,0.337960261114824,NA,NA,3.88671241331634
"S3",0.5,1,14,"D0",0.228512719800854,0.274945695036109,NA,NA,NA
"S3",0.5,1,14,"D1",0.172385571327214,0.360715178773842,NA,NA,NA
"S3",0.5,1,14,"Df_silopt",0.228512719800854,0.274945695036109,0,NA,NA
"S3",0.5,1,14,"Ds",0.120420570386654,0.451870150765418,NA,NA,NA
"S3",0.5,1,14,"A",0.129497071922789,0.649384408443522,NA,NA,NA
"S3",0.5,1,14,"B_silopt",0.228512719800854,0.274945695036109,0,1,NA
"S3",0.5,1,14,"C_DK_ancien",0.0976647699415046,0.380031028309306,0,NA,NA
"S3",0.5,1,14,"DK_reconstruit",0.102124245040001,0.443873826618605,NA,NA,3.87106251483589
"S3",0.5,1,15,"D0",0.211476650167292,0.202762383975028,NA,NA,NA
"S3",0.5,1,15,"D1",0.155464137722807,0.457259633863869,NA,NA,NA
"S3",0.5,1,15,"Df_silopt",0.211476650167292,0.202762383975028,0,NA,NA
"S3",0.5,1,15,"Ds",0.117685965572313,0.579916785821658,NA,NA,NA
"S3",0.5,1,15,"A",0.146231211147222,0.455189008539665,NA,NA,NA
"S3",0.5,1,15,"B_silopt",0.211476650167292,0.202762383975028,0,1,NA
"S3",0.5,1,15,"C_DK_ancien",0.0966593210527213,0.347643831720342,0,NA,NA
"S3",0.5,1,15,"DK_reconstruit",0.0974074735244001,0.440437704131607,NA,NA,3.99321532255833
"S3",0.5,1,16,"D0",0.225052579780152,0.234831042180177,NA,NA,NA
"S3",0.5,1,16,"D1",0.173158253103169,0.372840160354183,NA,NA,NA
"S3",0.5,1,16,"Df_silopt",0.225052579780152,0.234831042180177,0,NA,NA
"S3",0.5,1,16,"Ds",0.123945804250276,0.467161719849177,NA,NA,NA
"S3",0.5,1,16,"A",0.133921154956335,0.75048636732702,NA,NA,NA
"S3",0.5,1,16,"B_silopt",0.225052579780152,0.234831042180177,0,1,NA
"S3",0.5,1,16,"C_DK_ancien",0.0884570053896755,0.483687581108867,0.4,NA,NA
"S3",0.5,1,16,"DK_reconstruit",0.0954149133056811,0.319589884434443,NA,NA,3.7580687754449
"S3",0.5,1,17,"D0",0.210528990791032,0.182858214710968,NA,NA,NA
"S3",0.5,1,17,"D1",0.13724057360761,0.352111045411621,NA,NA,NA
"S3",0.5,1,17,"Df_silopt",0.210528990791032,0.182858214710968,0,NA,NA
"S3",0.5,1,17,"Ds",0.121214834404963,0.522118550932539,NA,NA,NA
"S3",0.5,1,17,"A",0.138428341039298,0.681289354421797,NA,NA,NA
"S3",0.5,1,17,"B_silopt",0.210528990791032,0.182858214710968,0,1,NA
"S3",0.5,1,17,"C_DK_ancien",0.0987955793137768,0.361911967911356,0,NA,NA
"S3",0.5,1,17,"DK_reconstruit",0.102512891419479,0.361911967911356,NA,NA,3.92519853189015
"S3",0.5,1,18,"D0",0.227258730478124,0.210398483352614,NA,NA,NA
"S3",0.5,1,18,"D1",0.15953517023795,0.364885859415362,NA,NA,NA
"S3",0.5,1,18,"Df_silopt",0.227258730478125,0.210398483352614,0,NA,NA
"S3",0.5,1,18,"Ds",0.136258766604615,0.616616869948112,NA,NA,NA
"S3",0.5,1,18,"A",0.158501812226315,0.391778754540427,NA,NA,NA
"S3",0.5,1,18,"B_silopt",0.227258730478125,0.210398483352614,0,1,NA
"S3",0.5,1,18,"C_DK_ancien",0.0942127198584986,0.328505837009429,0,NA,NA
"S3",0.5,1,18,"DK_reconstruit",0.097606818174967,0.379708561943556,NA,NA,3.86607004521676
"S3",0.5,1,19,"D0",0.225885649538727,0.283632760900489,NA,NA,NA
"S3",0.5,1,19,"D1",0.182840720354391,0.381556289358032,NA,NA,NA
"S3",0.5,1,19,"Df_silopt",0.232122072568398,0.29305595348556,0.1,NA,NA
"S3",0.5,1,19,"Ds",0.132089140536746,0.55745663371026,NA,NA,NA
"S3",0.5,1,19,"A",0.13317266067835,0.757644384961936,NA,NA,NA
"S3",0.5,1,19,"B_silopt",0.232122072568398,0.29305595348556,0.1,1,NA
"S3",0.5,1,19,"C_DK_ancien",0.0879857803964838,0.817024744881975,0.6,NA,NA
"S3",0.5,1,19,"DK_reconstruit",0.0800203604426359,0.741289028923848,NA,NA,3.97455656471057
"S3",0.5,1,20,"D0",0.216459856239758,0.271915380587973,NA,NA,NA
"S3",0.5,1,20,"D1",0.155965655192745,0.33232031207424,NA,NA,NA
"S3",0.5,1,20,"Df_silopt",0.229676331680307,0.266728105770193,0.1,NA,NA
"S3",0.5,1,20,"Ds",0.131268563698496,0.574156049116594,NA,NA,NA
"S3",0.5,1,20,"A",0.158732085692917,0.390568891725868,NA,NA,NA
"S3",0.5,1,20,"B_silopt",0.229676331680307,0.266728105770193,0.1,1,NA
"S3",0.5,1,20,"C_DK_ancien",0.11252582114338,0.360118834811797,0,NA,NA
"S3",0.5,1,20,"DK_reconstruit",0.115492991608153,0.361202246182672,NA,NA,3.89074343020561
"S3",0.5,1,21,"D0",0.23420254002737,0.289709853659746,NA,NA,NA
"S3",0.5,1,21,"D1",0.164366818285937,0.40070494870525,NA,NA,NA
"S3",0.5,1,21,"Df_silopt",0.23420254002737,0.289709853659746,0,NA,NA
"S3",0.5,1,21,"Ds",0.126659538390615,0.45722884937183,NA,NA,NA
"S3",0.5,1,21,"A",0.145273511782426,0.563781572681937,NA,NA,NA
"S3",0.5,1,21,"B_silopt",0.23420254002737,0.289709853659746,0,1,NA
