"alpha","omega","k_opt","instability_min","stabk"
0.3,1,6,NA,"NA;0.1483;0.0924;0.0921;0.0829;0.0762"
0.35,1,3,NA,"NA;0.1251;0.0833;0.0857;0.0898;0.0849"
0.4,1,3,NA,"NA;0.0996;0.0839;0.0869;0.0926;0.0849"
0.45,1,3,NA,"NA;0.0887;0.0821;0.097;0.0974;0.0908"
0.5,1,6,NA,"NA;0.0881;0.089;0.0921;0.0926;0.0869"
0.55,1,2,NA,"NA;0.0724;0.0927;0.0982;0.0974;0.0932"
0.6,1,2,NA,"NA;0.0668;0.095;0.1005;0.096;0.0928"
0.65,1,2,NA,"NA;0.0755;0.0938;0.0981;0.0941;0.0906"
0.7,1,2,NA,"NA;0.076;0.0911;0.1019;0.0979;0.0919"
0.75,1,2,NA,"NA;0.071;0.0959;0.1008;0.095;0.0935"
0.8,1,2,NA,"NA;0.079;0.0974;0.1005;0.0985;0.094"
0.85,1,2,NA,"NA;0.0715;0.0956;0.0951;0.0998;0.0899"
0.9,1,2,NA,"NA;0.0717;0.0949;0.0937;0.0917;0.0907"
0.95,1,2,NA,"NA;0.0714;0.0921;0.0972;0.0935;0.0868"
1,1,2,NA,"NA;0.0837;0.0898;0.0955;0.0945;0.0903"
