"alpha","omega","k_opt","instability_min","stabk"
0.95,0.85,2,NA,"NA;0.0731;0.0992;0.096;0.0909;0.0846"
1,0.85,2,NA,"NA;0.0663;0.101;0.0958;0.0898;0.088"
0,0.9,6,NA,"NA;0.0844;0.1127;0.0984;0.0853;0.0806"
0.05,0.9,6,NA,"NA;0.0965;0.115;0.0918;0.0837;0.0802"
0.1,0.9,6,NA,"NA;0.0923;0.1068;0.0845;0.0785;0.0729"
0.15,0.9,6,NA,"NA;0.1151;0.1098;0.0889;0.0814;0.0775"
0.2,0.9,6,NA,"NA;0.1087;0.1225;0.0958;0.0923;0.0766"
0.25,0.9,6,NA,"NA;0.115;0.1098;0.0926;0.0879;0.0795"
0.3,0.9,6,NA,"NA;0.1127;0.102;0.0885;0.0817;0.0757"
0.35,0.9,6,NA,"NA;0.1122;0.1042;0.0949;0.0877;0.076"
0.4,0.9,6,NA,"NA;0.1052;0.1005;0.0991;0.0873;0.0791"
0.45,0.9,6,NA,"NA;0.1034;0.1068;0.0933;0.0834;0.0759"
0.5,0.9,6,NA,"NA;0.0944;0.1012;0.0892;0.0882;0.0787"
0.55,0.9,5,NA,"NA;0.1105;0.1046;0.0926;0.0834;0.0842"
0.6,0.9,6,NA,"NA;0.1202;0.1002;0.0925;0.0878;0.0871"
0.65,0.9,6,NA,"NA;0.1128;0.1074;0.0959;0.087;0.0808"
0.7,0.9,6,NA,"NA;0.104;0.1069;0.0929;0.0919;0.0814"
0.75,0.9,6,NA,"NA;0.1051;0.1109;0.0961;0.0936;0.0874"
0.8,0.9,2,NA,"NA;0.0826;0.1071;0.1001;0.0963;0.0856"
0.85,0.9,6,NA,"NA;0.0872;0.0988;0.1054;0.0877;0.0829"
0.9,0.9,2,NA,"NA;0.0848;0.1002;0.0991;0.0987;0.0849"
0.95,0.9,2,NA,"NA;0.065;0.1007;0.0969;0.096;0.0942"
1,0.9,2,NA,"NA;0.0709;0.101;0.1045;0.0943;0.0873"
0,0.95,6,NA,"NA;0.0815;0.1064;0.0954;0.0838;0.0799"
0.05,0.95,6,NA,"NA;0.081;0.1171;0.1027;0.0869;0.0764"
0.1,0.95,6,NA,"NA;0.0967;0.1103;0.0941;0.0846;0.076"
0.15,0.95,6,NA,"NA;0.1045;0.1147;0.0844;0.0906;0.0765"
0.2,0.95,6,NA,"NA;0.1003;0.1123;0.0982;0.0911;0.0769"
0.25,0.95,5,NA,"NA;0.1126;0.1125;0.0955;0.0795;0.0805"
0.3,0.95,6,NA,"NA;0.11;0.1041;0.0942;0.0876;0.0764"
0.35,0.95,6,NA,"NA;0.1018;0.1107;0.1012;0.09;0.0839"
0.4,0.95,6,NA,"NA;0.1186;0.1049;0.0969;0.0814;0.077"
0.45,0.95,6,NA,"NA;0.1117;0.1137;0.091;0.0841;0.0783"
0.5,0.95,6,NA,"NA;0.1062;0.1084;0.0947;0.0919;0.0868"
0.55,0.95,6,NA,"NA;0.1074;0.1142;0.0965;0.0868;0.0791"
0.6,0.95,6,NA,"NA;0.1042;0.1133;0.0929;0.0882;0.0856"
0.65,0.95,6,NA,"NA;0.1069;0.1148;0.1052;0.0957;0.0856"
0.7,0.95,6,NA,"NA;0.1002;0.1052;0.0996;0.0918;0.0838"
0.75,0.95,6,NA,"NA;0.0897;0.1138;0.102;0.091;0.0835"
0.8,0.95,6,NA,"NA;0.0903;0.1126;0.1003;0.0875;0.0845"
0.85,0.95,6,NA,"NA;0.0962;0.1071;0.1032;0.0912;0.0821"
0.9,0.95,6,NA,"NA;0.0852;0.1051;0.0941;0.0971;0.0816"
0.95,0.95,6,NA,"NA;0.086;0.0987;0.1028;0.0948;0.0839"
1,0.95,2,NA,"NA;0.0798;0.0991;0.1004;0.094;0.0912"
0,1,2,NA,"NA;0.0734;0.1065;0.096;0.0861;0.0817"
0.05,1,6,NA,"NA;0.0922;0.1173;0.0999;0.0909;0.0849"
0.1,1,6,NA,"NA;0.0851;0.1117;0.0959;0.0879;0.0788"
0.15,1,6,NA,"NA;0.0961;0.1157;0.098;0.0886;0.0749"
0.2,1,6,NA,"NA;0.1037;0.1021;0.097;0.0876;0.0779"
0.25,1,6,NA,"NA;0.1039;0.1212;0.105;0.0899;0.0788"
0.3,1,6,NA,"NA;0.1123;0.1097;0.0967;0.0896;0.0847"
0.35,1,6,NA,"NA;0.1143;0.1248;0.0903;0.0891;0.0846"
0.4,1,6,NA,"NA;0.1135;0.1077;0.0978;0.0914;0.0785"
0.45,1,6,NA,"NA;0.121;0.107;0.096;0.0906;0.0804"
0.5,1,6,NA,"NA;0.1071;0.1133;0.0952;0.0878;0.0832"
0.55,1,6,NA,"NA;0.1001;0.1202;0.0986;0.0952;0.0855"
0.6,1,6,NA,"NA;0.1152;0.1104;0.0892;0.0849;0.0801"
0.65,1,6,NA,"NA;0.1131;0.1073;0.1004;0.096;0.0847"
0.7,1,6,NA,"NA;0.1072;0.111;0.1022;0.0934;0.0822"
0.75,1,6,NA,"NA;0.0955;0.1091;0.0965;0.0957;0.0836"
0.8,1,6,NA,"NA;0.1108;0.1099;0.095;0.0976;0.0866"
0.85,1,6,NA,"NA;0.0873;0.0973;0.1032;0.0986;0.0868"
0.9,1,6,NA,"NA;0.0845;0.0967;0.1066;0.0932;0.0837"
0.95,1,6,NA,"NA;0.0906;0.098;0.0981;0.0985;0.0842"
1,1,2,NA,"NA;0.0858;0.1064;0.1012;0.0931;0.0881"
